accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
OP890568	OP890568.1	MPXV/Human/USA/CA-LACPHL-MA00311/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9902844190680952	368	603	0	good	good	good	good	good		False	2022.8561643835617
OP890569	OP890569.1	MPXV/Human/USA/CA-LACPHL-MA00312/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9780892352783088	3402	597	1	good	good	good	good	good		False	2022.8561643835617
OP890570	OP890570.1	MPXV/Human/USA/CA-LACPHL-MA00313/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9892347712325502	921	604	0	good	good	good	good	good		False	2022.8561643835617
OP890571	OP890571.1	MPXV/Human/USA/CA-LACPHL-MA00314/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9893463280073423	551	601	2	good	good	good	good	good		False	2022.8561643835617
OP890572	OP890572.1	MPXV/Human/USA/CA-LACPHL-MA00315/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.991222510128848	527	603	0	good	good	good	good	good		False	2022.8561643835617
OP890573	OP890573.1	MPXV/Human/USA/CA-LACPHL-MA00316/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9782312166280444	2742	594	3	good	good	good	good	good		False	2022.8561643835617
OP890574	OP890574.1	MPXV/Human/USA/CA-LACPHL-MA00317/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.988540076771344	1418	604	0	good	good	good	good	good		False	2022.8561643835617
OP890575	OP890575.1	MPXV/Human/USA/CA-LACPHL-MA00318/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9917194448529224	932	604	0	good	good	good	good	good		False	2022.8561643835617
OP890576	OP890576.1	MPXV/Human/USA/CA-LACPHL-MA00319/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.98649655948765	1115	605	0	good	good	good	good	good		False	2022.8561643835617
OP890577	OP890577.1	MPXV/Human/USA/CA-LACPHL-MA00320/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9910247503917164	222	603	0	good	good	good	good	good		False	2022.8561643835617
OP894039	OP894039.1	MPXV/Germany/2022/ON/RKI619	2022-08-XX	Europe	Germany			Homo sapiens	2022-11-25		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9667205857744828	54	581	0	good	good	good	good	good	OPG209:179-191	False	[2022.5821917808219:2022.664383561644]
OP894041	OP894041.1	MPXV/Germany/2022/ON/RKI621	2022-08-XX	Europe	Germany			Homo sapiens	2022-11-25		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Pape,K.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.7	0.9669741238990108	4	583	0	good	good	good	good	good	OPG209:179-191	False	[2022.5821917808219:2022.664383561644]
OP920675	OP920675.1	MPXV/Human/USA/CA-LACPHL-MA00337/2022	2022-10-14	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.3	0.982353746532866	1932	598	0	good	good	good	good	good		False	2022.7849315068493
OP920676	OP920676.1	MPXV/Human/USA/CA-LACPHL-MA00338/2022	2022-10-14	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.9947872561597088	336	607	0	good	good	good	good	good		False	2022.7849315068493
OP920681	OP920681.1	MPXV/Human/USA/CA-LACPHL-MA00343/2022	2022-11-10	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.4	0.9915622512157152	489	606	0	good	good	good	good	good		False	2022.858904109589
OP920682	OP920682.1	MPXV/Human/USA/CA-LACPHL-MA00344/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.11	0.9952081294464248	244	610	0	good	good	good	good	good		False	2022.8561643835617
OP920683	OP920683.1	MPXV/Human/USA/CA-LACPHL-MA00345/2022	2022-10-31	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.3	0.986019907813538	1562	598	0	good	good	good	good	good		False	2022.831506849315
OP920684	OP920684.1	MPXV/Human/USA/CA-LACPHL-MA00346/2022	2022-10-05	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9813446647972456	2982	610	1	good	good	good	good	good		False	2022.7602739726028
OP920686	OP920686.1	MPXV/Human/USA/CA-LACPHL-MA00348/2022	2022-10-06	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9906596554923964	291	602	3	good	good	good	good	good		False	2022.7630136986302
OP920688	OP920688.1	MPXV/Human/USA/CA-LACPHL-MA00350/2022	2022-10-11	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9916940910404698	829	606	0	good	good	good	good	good		False	2022.7767123287672
OP920691	OP920691.1	MPXV/Human/USA/CA-LACPHL-MA00353/2022	2022-10-12	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.991405057578508	147	600	0	good	good	good	good	good		False	2022.7794520547945
OP920692	OP920692.1	MPXV/Human/USA/CA-LACPHL-MA00354/2022	2022-10-16	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9930936214878632	331	612	0	good	good	good	good	good		False	2022.7904109589042
OP920695	OP920695.1	MPXV/Human/USA/CA-LACPHL-MA00357/2022	2022-11-08	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9917295863779036	897	606	0	good	good	good	good	good		False	2022.8534246575343
OP920696	OP920696.1	MPXV/Human/USA/CA-LACPHL-MA00358/2022	2022-11-05	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9906089478674908	306	602	0	good	good	good	good	good		False	2022.845205479452
OP920697	OP920697.1	MPXV/Human/USA/CA-LACPHL-MA00359/2022	2022-11-05	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9910957410665842	375	601	0	good	good	good	good	good	OPG023:574-661	False	2022.845205479452
OP920698	OP920698.1	MPXV/Human/USA/CA-LACPHL-MA00360/2022	2022-11-02	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9900410224685486	562	600	0	good	good	good	good	good	OPG023:574-661	False	2022.83698630137
OP935995	OP935995.1	B1118436	2022-10-02	North America	USA	Delaware		Homo sapiens	2022-12-02		Bajwa et al.	Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1	0.9099432581677308	16212	560	0	mediocre	good	good	good	good		False	2022.7520547945205
OP935996	OP935996.1	B1221119	2022-11-08	North America	USA	Delaware		Homo sapiens	2022-12-02		Bajwa et al.	Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1.2	0.9813142402223022	2129	607	0	good	good	good	good	good		False	2022.8534246575343
OP935997	OP935997.1	B1221120	2022-11-09	North America	USA	Delaware		Homo sapiens	2022-12-02		Bajwa et al.	Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1.2	0.9518074732897586	7948	587	0	mediocre	good	good	good	good		False	2022.8561643835617
OP959057	OP959057.1	SUC-UNIMOL-MPX-293401-L	2022-11-10	South America	Colombia	Sucre CO		Homo sapiens	2022-12-06		Loyola et al.	Loyola,S.,Fernandez-Ruiz,M.,Torres-Pacheco,J.,Franco-Munoz,C.,Laiton-Donato,K.,Ruiz-Moreno,H.,Mercado-Reyes,M.,Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	IIb	hMPXV-1	B.1.10	0.9453168973018472	8597	567	0	mediocre	good	good	good	good		False	2022.858904109589
OP959058	OP959058.1	BOL-UNIMOL-MPX-293419-L	2022-10-27	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al.	Loyola,S.,Fernandez-Ruiz,M.,Torres-Pacheco,J.,Franco-Munoz,C.,Laiton-Donato,K.,Ruiz-Moreno,H.,Mercado-Reyes,M.,Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	IIb	hMPXV-1	B.1.2	0.9450278638398856	8654	566	0	mediocre	good	good	good	good		False	2022.8205479452056
OP959060	OP959060.1	BOL-UNIMOL-MPX-293428-L	2022-10-29	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al.	Loyola,S.,Fernandez-Ruiz,M.,Torres-Pacheco,J.,Franco-Munoz,C.,Laiton-Donato,K.,Ruiz-Moreno,H.,Mercado-Reyes,M.,Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	IIb	hMPXV-1	B.1.2	0.9140455050225904	14764	549	0	mediocre	good	good	good	good		False	2022.8260273972603
OP959062	OP959062.1	BOL-UNIMOL-MPX-293614-L	2022-11-11	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al.	Loyola,S.,Fernandez-Ruiz,M.,Torres-Pacheco,J.,Franco-Munoz,C.,Laiton-Donato,K.,Ruiz-Moreno,H.,Mercado-Reyes,M.,Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	IIb	hMPXV-1	B.1.11	0.861765943744961	25074	525	0	bad	good	good	good	good		False	2022.8616438356164
OP959063	OP959063.1	BOL-UNIMOL-MPX-293633-L	2022-11-15	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al.	Loyola,S.,Fernandez-Ruiz,M.,Torres-Pacheco,J.,Franco-Munoz,C.,Laiton-Donato,K.,Ruiz-Moreno,H.,Mercado-Reyes,M.,Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	IIb	hMPXV-1	B.1.11	0.9444193723410188	8774	571	0	mediocre	good	good	good	good		False	2022.872602739726
OP959064	OP959064.1	BOL-UNIMOL-MPX-293772-L	2022-11-17	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al.	Loyola,S.,Fernandez-Ruiz,M.,Torres-Pacheco,J.,Franco-Munoz,C.,Laiton-Donato,K.,Ruiz-Moreno,H.,Mercado-Reyes,M.,Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	IIb	hMPXV-1	B.1.11	0.7975903736644879	37730	493	0	bad	good	good	good	good		False	2022.8780821917808
OP959067	OP959067.1	CES-UNIMOL-MPX-202203853-L	2022-09-15	South America	Colombia	Cesar		Homo sapiens	2022-12-06		Loyola et al.	Loyola,S.,Fernandez-Ruiz,M.,Torres-Pacheco,J.,Franco-Munoz,C.,Laiton-Donato,K.,Ruiz-Moreno,H.,Mercado-Reyes,M.,Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	IIb	hMPXV-1	B.1.15	0.9303936432921418	11540	554	0	mediocre	good	good	good	good		False	2022.7054794520548
OQ054234	OQ054234.1	MPXV_USA_2022_PA0013	2022-09-XX	North America	USA	Pennsylvania		Homo sapiens	2022-12-15	SRR22708772	Gigante et al.	Gigante,C.,Xia,D.,Zhao,H.,Batra,D.,Hetrick,E.,Howard,D.,Kovar,L.,Seabolt,M.,Morrison,S.,Desch,M.,Knipe,K.,Weigand,M.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Plipat,N.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.2	0.9997920987378872	41	612	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OQ054244	OQ054244.1	MPXV_USA_2022_CA0029	2022-09-XX	North America	USA	California		Homo sapiens	2022-12-15	SRR22708524	Gigante et al.	Gigante,C.,Ventura,J.,Zhao,H.,Batra,D.,Hetrick,E.,Howard,D.,Kovar,L.,Seabolt,M.,Morrison,S.,Desch,M.,Knipe,K.,Weigand,M.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Nash,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.17	0.9997920987378872	41	607	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OQ099609	OQ099609.1	MPXV_USA_2022_IL0031	2022-07-XX	North America	USA	Illinois		Homo sapiens	2022-12-21	SRR22827497	Gigante et al.	Gigante,C.,Ghinai,I.,Zhao,H.,Batra,D.,Hetrick,E.,Howard,D.,Kovar,L.,Seabolt,M.,Morrison,S.,Desch,M.,Knipe,K.,Weigand,M.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Kerins,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378872	41	606	0	good	good	good	good	good		False	[2022.4972602739726:2022.5794520547945]
OQ121025	OQ121025.1	hMpxV/USA/CA-CDPH-1000071/2022	2022-07-06	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.18	0.984194433316938	1600	602	0	good	good	good	good	good		False	2022.5109589041097
OQ121027	OQ121027.1	hMpxV/USA/CA-CDPH-1000073/2022	2022-11-06	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9776024420792154	2876	593	1	good	good	good	good	good		False	2022.8479452054794
OQ121028	OQ121028.1	hMpxV/USA/CA-CDPH-1000074/2022	2022-10-14	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9759544442697848	3201	592	1	good	good	good	good	good		False	2022.7849315068493
OQ121029	OQ121029.1	hMpxV/USA/CA-CDPH-1000075/2022	2022-10-25	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.8125491230116273	35424	506	9	bad	good	good	good	good		False	2022.8150684931506
OQ121031	OQ121031.1	hMpxV/USA/CA-CDPH-1000077/2022	2022-06-23	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9580495819156326	6755	585	0	good	good	good	good	good		False	2022.4753424657533
OQ121033	OQ121033.1	hMpxV/USA/CA-CDPH-1000079/2022	2022-07-20	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.8755482761942913	23010	536	0	bad	good	good	good	good		False	2022.5493150684931
OQ121038	OQ121038.1	hMpxV/USA/CA-CDPH-1000084/2022	2022-07-08	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9436891825423788	9588	581	0	mediocre	good	good	good	good		False	2022.5164383561644
OQ121039	OQ121039.1	hMpxV/USA/CA-CDPH-1000085/2022	2022-07-06	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.98321070539377	1777	605	0	good	good	good	good	good		False	2022.5109589041097
OQ121043	OQ121043.1	hMpxV/USA/CA-CDPH-1000090/2022	2022-11-08	North America	USA			Homo sapiens	2022-12-26		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.8659746766121221	24903	529	0	bad	good	good	good	good		False	2022.8534246575343
OQ121957	OQ121957.1	hMpxV/Human/USA/IL-RIPHL-MPXV_10013/2022	2022-09-05	North America	USA	Illinois	Cook County IL	Homo sapiens	2022-12-27		Barbian et al.	Barbian,H.,Green,S.,Kunstman,K.,Araujo Perez,F.,Bobrovska,S.,Hayden,M.,Moore,N.	Rush University Meical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.2	0.9946655578599354	360	606	0	good	good	good	good	good		False	2022.6780821917807
OQ121960	OQ121960.1	hMpxV/Human/USA/IL-RIPHL-MPXV_10016/2022	2022-10-04	North America	USA	Illinois	Cook County IL	Homo sapiens	2022-12-27		Barbian et al.	Barbian,H.,Green,S.,Kunstman,K.,Araujo Perez,F.,Bobrovska,S.,Hayden,M.,Moore,N.	Rush University Meical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1	0.7733521289596317	42535	489	4	bad	good	good	good	good		False	2022.7575342465752
OQ148463	OQ148463.1	LBMB-UTP_MP-004_TOL	2022-09-21	South America	Colombia	Tolima		Homo sapiens	2022-12-30		Orjuela et al.	Orjuela,M.,Tabares,F.A.,Anacona,J.D.,Lopez,P.A.,Zuluaga-Velez,A.,Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud	IIb	hMPXV-1	B.1.6	0.929856142468143	11646	562	0	mediocre	good	good	good	good		False	2022.7219178082191
OQ148468	OQ148468.1	LBMB-UTP_MP-014_VAC	2022-11-11	South America	Colombia	Valle del Cauca		Homo sapiens	2022-12-30		Anacona et al.	Anacona,J.D.,Lopez,P.A.,Orjuela,M.,Tabares,F.A.,Zuluaga-Velez,A.,Sepulveda-Arias,J.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud	IIb	hMPXV-1	B.1.16	0.8009675014831981	37527	487	0	bad	good	good	good	good		False	2022.8616438356164
OQ148469	OQ148469.1	LBMB-UTP_MP-013_VAC	2022-11-11	South America	Colombia	Valle del Cauca		Homo sapiens	2022-12-30		Lopez et al.	Lopez,P.A.,Orjuela,M.,Tabares,F.A.,Anacona,J.D.,Zuluaga-Velez,A.,Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud	IIb	hMPXV-1	B.1.11	0.933988813897946	11295	574	0	mediocre	good	good	good	good		False	2022.8616438356164
OQ148472	OQ148472.1	LBMB-UTP_MP-019_VAC	2022-11-11	South America	Colombia	Valle del Cauca		Homo sapiens	2022-12-30		Tabares et al.	Tabares,F.A.,Anacona,J.D.,Lopez,P.A.,Orjuela,M.,Zuluaga-Velez,A.,Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud	IIb	hMPXV-1	B.1.10	0.9431466109558896	9492	574	0	mediocre	good	good	good	good		False	2022.8616438356164
OQ148473	OQ148473.1	LBMB-UTP_MP-021_VAC	2022-11-11	South America	Colombia	Valle del Cauca		Homo sapiens	2022-12-30		Anacona et al.	Anacona,J.D.,Lopez,P.A.,Orjuela,M.,Tabares,F.A.,Zuluaga-Velez,A.,Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud	IIb	hMPXV-1	B.1.16	0.84788726680831	27811	508	0	bad	good	good	good	good		False	2022.8616438356164
