strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	abbr_authors	authors	institution	serotype_genbank	genotype_nextclade	alignmentStart	alignmentEnd	genome_coverage	failedCdses	E_coverage	C_coverage	M_coverage	pr_coverage	NS1_coverage	NS2A_coverage	NS2B_coverage	NS3_coverage	NS4A_coverage	2K_coverage	NS4B_coverage	NS5_coverage	num_date
DENV2_RUN_S13b61_2013	OR236107	OR236107.1	2013-11-XX	Europe	France	Réunion		10506	Homo sapiens	2024-03-21	2024-03-21	Frumence et al.	Frumence,E.,Traversier,N.,Jaffar Bandjee,M.-C.	CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe	denv2	DENV2/C	157.0	10662.0	0.9797631259908608		1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2013.8342465753424:2013.9136986301369]
DENV2_RUN_S13b59_2012	OR236109	OR236109.1	2012-10-XX	Europe	France	Réunion		10507	Homo sapiens	2024-03-21	2024-03-21	Frumence et al.	Frumence,E.,Traversier,N.,Jaffar Bandjee,M.-C.	CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe	denv2	DENV2/AA	157.0	10662.0	0.9797631259908608		1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2012.75:2012.8319672131147]
DENV2_RUN_S13b57_2016	OR236111	OR236111.1	2016-05-XX	Europe	France	Réunion		10506	Homo sapiens	2024-03-21	2024-03-21	Frumence et al.	Frumence,E.,Traversier,N.,Jaffar Bandjee,M.-C.	CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe	denv2	DENV2/C	157.0	10662.0	0.9797631259908608		1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2016.3319672131147:2016.4139344262296]
DENV2_RUN_S13b56_2016	OR236112	OR236112.1	2016-05-XX	Europe	France	Réunion		10506	Homo sapiens	2024-03-21	2024-03-21	Frumence et al.	Frumence,E.,Traversier,N.,Jaffar Bandjee,M.-C.	CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe	denv2	DENV2/C	157.0	10662.0	0.9797631259908608		1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2016.3319672131147:2016.4139344262296]
DENV2_RUN_S13b54_2014	OR236114	OR236114.1	2014-03-XX	Europe	France	Réunion		10506	Homo sapiens	2024-03-21	2024-03-21	Frumence et al.	Frumence,E.,Traversier,N.,Jaffar Bandjee,M.-C.	CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe	denv2	DENV2/C	157.0	10662.0	0.9797631259908608		1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.16301369863:2014.2452054794521]
DENV2/Brazil/2000/Yale-DH160	OR389017	OR389017.1	2000-XX-XX	South America	Brazil			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.979856383474774		1.0	1.0	1.0	0.989	1.0	1.0	1.0	0.998	1.0	1.0	0.996	1.0	[2000.0013661202186:2000.9986338797814]
DENV2/Burkina_Faso/1982/Yale-DH133	OR389018	OR389018.1	1982-XX-XX	Africa	Burkina Faso			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.9801361559265132		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1982.0013698630137:1982.9986301369863]
DENV2/Burkina_Faso/1986/Yale-DH134	OR389019	OR389019.1	1986-XX-XX	Africa	Burkina Faso			10512	Aedes aegypti	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.9800428984426		0.998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1986.0013698630137:1986.9986301369863]
DENV2/Cambodia/2009/Yale-DH154	OR389020	OR389020.1	2009-XX-XX	Asia	Cambodia			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AI	34.0	10545.0	0.9803226708943392		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
DENV2/Malaysia/2009/Yale-DH151	OR389025	OR389025.1	2009-XX-XX	Asia	Malaysia			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.9796698685069476		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
DENV2/Mexico/2001/Yale-DH161	OR389027	OR389027.1	2001-XX-XX	North America	Mexico			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9800428984426		0.998	1.0	1.0	1.0	1.0	0.995	1.0	1.0	1.0	1.0	1.0	1.0	[2001.0013698630137:2001.9986301369863]
DENV2/Nicaragua/2005/Yale-DH153	OR389028	OR389028.1	2005-XX-XX	North America	Nicaragua			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9800428984426		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.996	1.0	[2005.0013698630137:2005.9986301369863]
DENV2/Vietnam/2003/Yale-DH155	OR389030	OR389030.1	2003-XX-XX	Asia	Vietnam			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Weaver,S.,Plante,J.,Plante,K.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9803226708943392		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2003.0013698630137:2003.9986301369863]
DENV2/Brazil/1990/Yale-DH054	OR389305	OR389305.1	1990-XX-XX	South America	Brazil			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9801361559265132		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.996	1.0	[1990.0013698630137:1990.9986301369863]
DENV2/Brazil/1990/Yale-DH056	OR389306	OR389306.1	1990-XX-XX	South America	Brazil			10537	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10570.0	0.9823743355404272		1.0	1.0	1.0	1.0	1.0	0.995	1.0	1.0	1.0	1.0	0.996	1.0	[1990.0013698630137:1990.9986301369863]
DENV2/Colombia/1993/Yale-DH059	OR389308	OR389308.1	1993-XX-XX	South America	Colombia			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9797631259908608		1.0	1.0	1.0	1.0	1.0	0.991	1.0	1.0	1.0	1.0	0.996	1.0	[1993.0013698630137:1993.9986301369863]
DENV2/India/1959/Yale-DH062	OR389309	OR389309.1	1959-XX-XX	Asia	India			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/S	34.0	10545.0	0.9797631259908608		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1959.0013698630137:1959.9986301369863]
DENV2/India/1963/Yale-DH060	OR389310	OR389310.1	1963-XX-XX	Asia	India			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/S	34.0	10545.0	0.9787372936678168		0.996	1.0	1.0	1.0	1.0	0.995	1.0	1.0	1.0	1.0	0.996	1.0	[1963.0013698630137:1963.9986301369863]
DENV2/India/1967/Yale-DH064	OR389311	OR389311.1	1967-XX-XX	Asia	India			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/S	34.0	10545.0	0.9778979763125992		0.998	1.0	1.0	1.0	0.994	0.986	1.0	1.0	1.0	1.0	1.0	1.0	[1967.0013698630137:1967.9986301369863]
DENV2/India/1988/Yale-DH063	OR389312	OR389312.1	1988-XX-XX	Asia	India			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.9800428984426		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1988.0013661202186:1988.9986338797814]
DENV2/Indonesia/1984/Yale-DH067	OR389313	OR389313.1	1984-XX-XX	Asia	Indonesia			10512		2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.9800428984426		1.0	1.0	0.987	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1984.0013661202186:1984.9986338797814]
DENV2/Indonesia/1984/Yale-DH069	OR389314	OR389314.1	1984-XX-XX	Asia	Indonesia			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.9794833535391216		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1984.0013661202186:1984.9986338797814]
DENV2/Indonesia/1984/Yale-DH070	OR389315	OR389315.1	1984-XX-XX	Asia	Indonesia			10512		2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AII	34.0	10545.0	0.979856383474774		1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.998	1.0	1.0	1.0	1.0	[1984.0013661202186:1984.9986338797814]
DENV2/Indonesia/1986/Yale-DH023	OR389316	OR389316.1	1986-XX-XX	Asia	Indonesia			10512		2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.9797631259908608		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1986.0013698630137:1986.9986301369863]
DENV2/Indonesia/1988/Yale-DH071	OR389317	OR389317.1	1988-XX-XX	Asia	Indonesia			10512		2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.979949640958687		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1988.0013661202186:1988.9986338797814]
DENV2/Malaysia/1969/Yale-DH072	OR389318	OR389318.1	1969-XX-XX	Asia	Malaysia			10512	Aedes aegypti	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.979856383474774		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1969.0013698630137:1969.9986301369863]
DENV2/Malaysia/1989/Yale-DH073	OR389319	OR389319.1	1989-XX-XX	Asia	Malaysia			10512		2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.978923808635643		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1989.0013698630137:1989.9986301369863]
DENV2/Myanmar/1976/Yale-DH074	OR389320	OR389320.1	1976-XX-XX	Asia	Myanmar			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AI	34.0	10545.0	0.9801361559265132		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999	[1976.0013661202186:1976.9986338797814]
DENV2/Peru/1990/Yale-DH075	OR389321	OR389321.1	1990-XX-XX	South America	Peru			10512	Culicidae	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AII	34.0	10545.0	0.9800428984426		1.0	1.0	1.0	1.0	0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1990.0013698630137:1990.9986301369863]
DENV2/Philippines/1988/Yale-DH077	OR389322	OR389322.1	1988-XX-XX	Asia	Philippines			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AII	34.0	10545.0	0.9803226708943392		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1988.0013661202186:1988.9986338797814]
DENV2/Saudi_Arabia/1994/Yale-DH081	OR389324	OR389324.1	1994-XX-XX	Asia	Saudi Arabia			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.974540706891728		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.919	1.0	[1994.0013698630137:1994.9986301369863]
DENV2/Senegal/Unknown/Yale-DH083	OR389326	OR389326.1	1980-XX-XX	Africa	Senegal			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AII	34.0	10545.0	0.9803226708943392		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1980.0013661202186:1980.9986338797814]
DENV2/Somalia/1993/Yale-DH085	OR389327	OR389327.1	1993-XX-XX	Africa	Somalia			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.979949640958687		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1993.0013698630137:1993.9986301369863]
DENV2/Taiwan/1987/Yale-DH087	OR389328	OR389328.1	1987-XX-XX	Asia	Taiwan			10512		2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AII	34.0	10545.0	0.980229413410426		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1987.0013698630137:1987.9986301369863]
DENV2/Venezuela/1987/Yale-DH099	OR389329	OR389329.1	1987-XX-XX	South America	Venezuela			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AM	34.0	10545.0	0.9787372936678168		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1987.0013698630137:1987.9986301369863]
DENV2/Venezuela/1990/Yale-DH091	OR389330	OR389330.1	1990-XX-XX	South America	Venezuela			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9803226708943392		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1990.0013698630137:1990.9986301369863]
DENV2/Venezuela/1990/Yale-DH092	OR389331	OR389331.1	1990-XX-XX	South America	Venezuela			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.979856383474774		1.0	1.0	1.0	1.0	1.0	0.995	1.0	1.0	1.0	1.0	0.996	1.0	[1990.0013698630137:1990.9986301369863]
DENV2/Venezuela/1990/Yale-DH098	OR389332	OR389332.1	1990-XX-XX	South America	Venezuela			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9803226708943392		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1990.0013698630137:1990.9986301369863]
DENV2/Venezuela/1990/Yale-DH128	OR389333	OR389333.1	1990-XX-XX	South America	Venezuela			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/C	34.0	10545.0	0.980229413410426		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1990.0013698630137:1990.9986301369863]
DENV2/Venezuela/1991/Yale-DH100	OR389334	OR389334.1	1991-XX-XX	South America	Venezuela			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.9801361559265132		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.996	1.0	[1991.0013698630137:1991.9986301369863]
DENV2/Vietnam/1987/Yale-DH101	OR389335	OR389335.1	1987-XX-XX	Asia	Vietnam			10512	Homo sapiens	2023-08-08	2023-08-08	Vogels et al.	Vogels,C.B.F.,Breban,M.I.,Hill,V.,Chaguza,C.,Ott,I.M.,Petrone,M.E.,Brackney,D.E.,Branfield,A.B.,Armstrong,P.M.,Grubaugh,N.D.	Yale School of Public Health, Epidemiology of Microbial Diseases	denv2	DENV2/AA	34.0	10545.0	0.980229413410426		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1987.0013698630137:1987.9986301369863]
S097	OR393888	OR393888.1	2018-04-10	Asia	Sri Lanka			10176	Homo sapiens	2023-12-01	2023-12-01	Maduranga et al.	Maduranga,S.,Valencia,B.M.,Sigera,C.,Adikari,T.,Weeratunga,P.,Fernando,D.,Rajapakse,S.,Lloyd,A.R.,Bull,R.A.,Rodrigo,C.	University of New South Wales, Pathology	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2018.272602739726
S107	OR393893	OR393893.1	2018-04-25	Asia	Sri Lanka			10176	Homo sapiens	2023-12-01	2023-12-01	Maduranga et al.	Maduranga,S.,Valencia,B.M.,Sigera,C.,Adikari,T.,Weeratunga,P.,Fernando,D.,Rajapakse,S.,Lloyd,A.R.,Bull,R.A.,Rodrigo,C.	University of New South Wales, Pathology	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2018.313698630137
S108	OR393894	OR393894.1	2018-04-25	Asia	Sri Lanka			10176	Homo sapiens	2023-12-01	2023-12-01	Maduranga et al.	Maduranga,S.,Valencia,B.M.,Sigera,C.,Adikari,T.,Weeratunga,P.,Fernando,D.,Rajapakse,S.,Lloyd,A.R.,Bull,R.A.,Rodrigo,C.	University of New South Wales, Pathology	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2018.313698630137
S136	OR393897	OR393897.1	2018-05-30	Asia	Sri Lanka			10176	Homo sapiens	2023-12-01	2023-12-01	Maduranga et al.	Maduranga,S.,Valencia,B.M.,Sigera,C.,Adikari,T.,Weeratunga,P.,Fernando,D.,Rajapakse,S.,Lloyd,A.R.,Bull,R.A.,Rodrigo,C.	University of New South Wales, Pathology	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2018.4095890410958
S231	OR393918	OR393918.1	2018-06-30	Asia	Sri Lanka			10176	Homo sapiens	2023-12-01	2023-12-01	Maduranga et al.	Maduranga,S.,Valencia,B.M.,Sigera,C.,Adikari,T.,Weeratunga,P.,Fernando,D.,Rajapakse,S.,Lloyd,A.R.,Bull,R.A.,Rodrigo,C.	University of New South Wales, Pathology	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2018.4945205479453
S244	OR393921	OR393921.1	2018-07-09	Asia	Sri Lanka			10176	Homo sapiens	2023-12-01	2023-12-01	Maduranga et al.	Maduranga,S.,Valencia,B.M.,Sigera,C.,Adikari,T.,Weeratunga,P.,Fernando,D.,Rajapakse,S.,Lloyd,A.R.,Bull,R.A.,Rodrigo,C.	University of New South Wales, Pathology	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2018.5191780821917
