accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution	num_date
MH053521	MH053521.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0017	2016-01-04	Africa	Nigeria			7183	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.00956284153
MH053524	MH053524.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0104	2016-01-05	Africa	Nigeria			6818	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.0122950819673
MH053525	MH053525.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1174	2016-04-29	Africa	Nigeria			7238	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.3265027322404
MH053529	MH053529.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1398	2016-07-31	Africa	Nigeria			7177	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.5806010928961
MH053530	MH053530.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0701	2016-02-23	Africa	Nigeria			7145	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.146174863388
MH053532	MH053532.1	Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0682	2015-11-06	Africa	Nigeria			7161	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2015.8479452054794
MH053534	MH053534.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0447	2016-02-02	Africa	Nigeria			7153	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.0887978142077
MH053535	MH053535.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1472	2016-09-13	Africa	Nigeria			7237	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.700819672131
MH053539	MH053539.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0777	2016-02-28	Africa	Nigeria			6730	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.1598360655737
MH053540	MH053540.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0572	2016-02-11	Africa	Nigeria			6776	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.113387978142
MH053541	MH053541.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0314	2016-01-23	Africa	Nigeria			6726	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.061475409836
MH053542	MH053542.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0035	2016-01-06	Africa	Nigeria			7207	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.0150273224044
MH053543	MH053543.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1150	2016-04-25	Africa	Nigeria			7098	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.3155737704917
MH053546	MH053546.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0759	2016-02-28	Africa	Nigeria			7235	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.1598360655737
MH053547	MH053547.1	Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0574	2015-09-16	Africa	Nigeria			7186	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2015.7082191780821
MH053548	MH053548.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1311	2016-06-10	Africa	Nigeria			7132	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.441256830601
MH053549	MH053549.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0176	2016-01-17	Africa	Nigeria			7210	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.045081967213
MH053550	MH053550.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0702	2016-02-23	Africa	Nigeria			7090	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.146174863388
MH053556	MH053556.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0779	2016-02-29	Africa	Nigeria			7082	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.1625683060108
MH053558	MH053558.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0543	2016-02-08	Africa	Nigeria			6812	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.1051912568305
MH053563	MH053563.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0753	2016-02-28	Africa	Nigeria			7232	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.1598360655737
MH053565	MH053565.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1006	2016-03-24	Africa	Nigeria			7158	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.2281420765028
MH053566	MH053566.1	Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0681	2015-11-06	Africa	Nigeria			7164	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2015.8479452054794
MH053568	MH053568.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1070	2016-04-13	Africa	Nigeria			7017	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.282786885246
MH053569	MH053569.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0009	2016-01-02	Africa	Nigeria			7072	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.0040983606557
MH053570	MH053570.1	Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0543	2015-09-14	Africa	Nigeria			7235	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2015.7027397260274
MH053571	MH053571.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0919	2016-03-16	Africa	Nigeria			7231	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.2062841530055
MH053579	MH053579.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1026	2016-04-04	Africa	Nigeria			7117	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.2581967213114
MH053581	MH053581.1	Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0821	2015-12-27	Africa	Nigeria			7135	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2015.9876712328767
MH053583	MH053583.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0565	2016-02-11	Africa	Nigeria			6564	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.113387978142
MH053585	MH053585.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0089	2016-01-10	Africa	Nigeria			7078	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.025956284153
MH053587	MH053587.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1250	2016-05-18	Africa	Nigeria			7235	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.3784153005465
MH053590	MH053590.1	Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1609	2016-11-01	Africa	Nigeria			6711	Homo sapiens		2018-03-21	2018-03-21		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2016.8346994535518
MH157026	MH157026.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_0611	2018-02-02	Africa	Nigeria			6326	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.0890410958905
MH157029	MH157029.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1079	2018-02-15	Africa	Nigeria			7215	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.1246575342466
MH157031	MH157031.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1643	2018-03-05	Africa	Nigeria			7074	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.1739726027397
MH157033	MH157033.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1375	2018-02-23	Africa	Nigeria			7140	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.1465753424657
MH157036	MH157036.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1177	2018-02-18	Africa	Nigeria			7121	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.1328767123289
MH157042	MH157042.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_0959	2018-02-12	Africa	Nigeria			7153	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.1164383561643
MH157047	MH157047.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1024	2018-02-14	Africa	Nigeria			7103	Homo sapiens		2018-04-10	2023-05-03		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.1219178082192
MH157048	MH157048.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_0541	2018-01-02	Africa	Nigeria			7092	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.004109589041
MH157049	MH157049.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_0097	2018-01-15	Africa	Nigeria			7239	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.0397260273974
MH157053	MH157053.1	Lassa virus/H.sapiens-wt/NGA/2018/ISTH_0664	2018-02-04	Africa	Nigeria			7133	Homo sapiens		2018-04-10	2018-04-10		Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	Odia et al.	Broad Institute of Harvard and MIT, Infectious Disease Program	2018.0945205479452
MH215278	MH215278.1	LF18001	2018-01-10	Africa	Liberia	Bong		7173	Homo sapiens		2019-04-16	2019-04-16		Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	Wiley et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	2018.0260273972603
MH215280	MH215280.1	LF18002	2018-01-10	Africa	Liberia	Nimba		7258	Homo sapiens		2019-04-16	2019-04-16		Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	Wiley et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	2018.0260273972603
MH215282	MH215282.1	LF18037	2018-02-13	Africa	Liberia	Nimba		7260	Homo sapiens		2019-04-16	2019-04-16		Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	Wiley et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	2018.1191780821919
MH215284	MH215284.1	LF18040	2018-03-02	Africa	Liberia	Monsterrado		7279	Homo sapiens		2019-04-16	2019-04-16		Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	Wiley et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	2018.1657534246576
MH215286	MH215286.1	LF18041	2018-03-03	Africa	Liberia	Monsterrado		7177	Homo sapiens		2019-04-16	2019-04-16		Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	Wiley et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	2018.168493150685
MH215288	MH215288.1	LF18042	2018-03-01	Africa	Liberia	Nimba		7236	Homo sapiens		2019-04-16	2019-04-16		Wiley,M.R.,Prieto,K.,Reyes,D.,Chitty,J.A.,Fakoli,L.,Bolay,F.,Palacios,G.	Wiley et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	2018.16301369863
